Room,Tag Number,Description,Manufacturer,Model,Serial Number,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C73A7600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C6E87600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C6A87600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C7C77600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C7587600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C75C7600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C6BA7600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA010713000587600,V1712C48325,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA01071223B5A7600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA01071307F287600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA01071307D7E7600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA01071223E8C7600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C6F47600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C7857600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C7CC7600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107130005D7600,V1712C48329,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C69B7600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C6AE7600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C9437600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA01071223FD57600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C7467600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C7897600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C73C7600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C7607600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C92D7600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C6F97600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0108120C7D17600,V1811C20251,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C7107600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA01071223E6F7600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA010732058AF7600,V1712C49159,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA01071307CE07600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C7307600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C71C7600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA01071223F8A7600,V1712C48323,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C7617600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA01071223F9C7600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C6E67600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C6F37600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA01071307D9E7600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C7597600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA01071307B8C7600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C7D07600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA01071307F0E7600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C6A07600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA010713000247600,V1712C48320,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C7917600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA01071223F057600,V1712C48319,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C7847600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107130002A7600,V1712C48321,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C6FE7600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C9447600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA01071223F5B7600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA01071307C6A7600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C71D7600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C7D37600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C6E77600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA01071307D717600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA01071307EFC7600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA01071307CDE7600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA01071307CA87600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA010732058B17600,V1712C49158,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C82B7600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C7B67600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C74C7600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA010732059777600,V1712C48346,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C75D7600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA010713044657600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA01071223F007600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C69F7600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C7687600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C6F17600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C75F7600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA01071223D7B7600,V1712C48322,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C7287600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA01071223C347600,V1712C48327,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA010713045197600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA01071223F427600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C6A17600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C8427600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C7227600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA01071307D8B7600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA01071307C937600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA010713000687600,V1712C48328,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA01071223DE17600,V1712C48324,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C6FB7600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA01071223F127600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C7CA7600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C6AA7600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C74E7600,VCI N/A,Asset N/A
